preco,condominio,tamanho_m2,quartos,banheiros,vagas,bairro
350200,368,56.0,2.0,1.0,1.0,del castilho
2850000,2600,182.0,3.0,4.0,2.0,copacabana
3800000,2284,200.0,2.0,1.0,2.0,gávea
620000,1390,92.0,3.0,3.0,1.0,jacarepaguá
350000,1250,78.0,2.0,2.0,1.0,barra da tijuca
890000,770,130.0,4.0,3.0,2.0,freguesia
960000,1330,160.0,4.0,3.0,2.0,recreio dos bandeirantes
250000,300,77.0,2.0,2.0,1.0,olaria
1200000,1500,80.0,2.0,2.0,2.0,barra da tijuca
1850000,650,249.0,4.0,5.0,3.0,são conrado
6750,1100,85.0,2.0,3.0,2.0,copacabana
529900,350,70.0,3.0,2.0,1.0,santo cristo
290000,650,83.0,2.0,2.0,1.0,cachambi
3100000,2500,135.0,4.0,3.0,1.0,leblon
820000,1815,150.0,3.0,3.0,2.0,barra da tijuca
3250000,2800,170.0,4.0,3.0,3.0,barra da tijuca
227000,300,54.0,2.0,1.0,1.0,vargem pequena
200000,680,50.0,2.0,1.0,1.0,freguesia
4500000,2500,185.0,3.0,3.0,1.0,copacabana
1063000,1610,94.0,3.0,2.0,1.0,botafogo
1180000,516,81.0,2.0,3.0,2.0,barra da tijuca
1600000,1330,120.0,3.0,2.0,2.0,leme
1300000,1647,167.0,3.0,4.0,1.0,botafogo
560000,1950,58.0,1.0,1.0,1.0,copacabana
810000,1300,108.0,4.0,3.0,2.0,jacarepaguá
1400000,1650,111.0,3.0,2.0,2.0,barra da tijuca
549000,1200,75.0,2.0,1.0,1.0,tijuca
1640000,1560,170.0,3.0,3.0,1.0,copacabana
1250000,750,127.0,3.0,3.0,3.0,recreio dos bandeirantes
1490000,1851,127.0,3.0,3.0,1.0,gávea
1650000,1500,256.0,4.0,3.0,3.0,jacarepaguá
800000,0,125.0,3.0,2.0,1.0,laranjeiras
409000,830,83.0,3.0,3.0,1.0,jacarepaguá
2690000,1800,219.0,3.0,4.0,2.0,botafogo
4000000,3000,185.0,4.0,4.0,4.0,copacabana
3800000,4107,350.0,5.0,6.0,2.0,são conrado
245000,250,55.0,2.0,1.0,1.0,centro
50000,400,60.0,3.0,2.0,1.0,recreio dos bandeirantes
1250000,1800,138.0,4.0,4.0,2.0,barra da tijuca
700000,0,159.0,2.0,3.0,2.0,barra da tijuca
690000,1068,53.0,1.0,1.0,1.0,copacabana
550000,810,77.0,3.0,2.0,1.0,jacarepaguá
1000000,2100000,100.0,2.0,2.0,1.0,barra da tijuca
620000,920,80.0,3.0,3.0,1.0,recreio dos bandeirantes
645000,720,105.0,3.0,3.0,2.0,recreio dos bandeirantes
8000,1300,108.0,2.0,2.0,1.0,leblon
300000,300,95.0,2.0,1.0,2.0,irajá
204999,280,43.0,2.0,1.0,1.0,curicica
930000,1145,157.0,4.0,3.0,2.0,jardim guanabara
3200000,2000,157.0,4.0,4.0,2.0,jardim botânico
1100000,0,400.0,3.0,3.0,3.0,penha circular
1850000,0,220.0,4.0,6.0,2.0,lagoa
1090000,2214,148.0,4.0,3.0,2.0,são conrado
1920000,1500,130.0,4.0,3.0,2.0,lagoa
6000,1960,180.0,3.0,5.0,1.0,ipanema
815000,800,80.0,2.0,2.0,1.0,são conrado
1100000,1250,76.0,2.0,2.0,1.0,humaitá
3000,745,79.0,2.0,2.0,1.0,botafogo
850000,1300,147.0,2.0,2.0,2.0,recreio dos bandeirantes
2100000,1485,104.0,3.0,2.0,1.0,leblon
1670000,2000,94.0,2.0,3.0,1.0,leblon
165000,320,50.0,2.0,1.0,1.0,taquara
1290000,1780,73.0,2.0,2.0,1.0,recreio dos bandeirantes
335000,130,120.0,2.0,1.0,3.0,campo grande
887000,0,268.0,3.0,5.0,2.0,freguesia
690000,1068,53.0,1.0,2.0,1.0,copacabana
750,20,65.0,2.0,1.0,1.0,vila valqueire
1000000,931,90.0,2.0,3.0,1.0,centro
330000,20,56.0,2.0,2.0,1.0,penha
460000,591,73.0,2.0,2.0,1.0,barra da tijuca
1150000,150,200.0,5.0,4.0,3.0,vila isabel
1800000,1250,90.0,2.0,3.0,1.0,leblon
800000,1400,191.0,3.0,3.0,2.0,freguesia
780000,1300,135.0,3.0,3.0,2.0,tijuca
275000,0,50.0,2.0,2.0,1.0,barra da tijuca
1640000,1300,115.0,3.0,2.0,1.0,gávea
280000,375,70.0,2.0,2.0,2.0,vila da penha
1120000,800,90.0,3.0,2.0,1.0,botafogo
930000,1400,102.0,3.0,3.0,2.0,barra da tijuca
430000,20,84.0,3.0,2.0,1.0,freguesia
475000,300,58.0,3.0,1.0,1.0,santo cristo
1900000,1150,170.0,5.0,3.0,1.0,barra da tijuca
329000,497,71.0,2.0,2.0,1.0,tijuca
1950000,2800,145.0,3.0,3.0,2.0,barra da tijuca
4390500,4200,266.0,4.0,5.0,3.0,barra da tijuca
800000,1700,55.0,1.0,1.0,1.0,barra da tijuca
5500000,2500,145.0,3.0,2.0,1.0,leblon
880000,1503,93.0,3.0,2.0,1.0,catete
2150000,673,87.0,2.0,1.0,1.0,leblon
763000,825,61.0,2.0,1.0,1.0,flamengo
555000,145,95.0,3.0,2.0,1.0,botafogo
4400000,6526,571.0,4.0,6.0,3.0,gávea
600000,796,85.0,3.0,2.0,1.0,recreio dos bandeirantes
785000,900,172.0,2.0,2.0,2.0,recreio dos bandeirantes
2340000,2147,119.0,3.0,3.0,1.0,ipanema
1400000,1400,220.0,5.0,6.0,2.0,recreio dos bandeirantes
980000,1100,120.0,3.0,3.0,2.0,barra da tijuca
640000,600,79.0,2.0,3.0,2.0,recreio dos bandeirantes
395000,0,96.0,3.0,3.0,1.0,pedra de guaratiba
15000000,6999,390.0,4.0,5.0,4.0,barra da tijuca
2200000,1900,263.0,4.0,3.0,1.0,flamengo
499000,650,152.0,3.0,2.0,1.0,méier
2200000,1961,139.0,3.0,2.0,1.0,lagoa
1200000,900,140.0,3.0,3.0,3.0,recreio dos bandeirantes
230000,491,53.0,2.0,1.0,1.0,pechincha
1250000,1159,186.0,3.0,4.0,3.0,recreio dos bandeirantes
1950000,1480,240.0,3.0,4.0,2.0,recreio dos bandeirantes
320000,430,56.0,2.0,2.0,1.0,taquara
1070000,1200,170.0,4.0,3.0,2.0,recreio dos bandeirantes
2920000,1095,113.0,2.0,2.0,1.0,ipanema
2750000,1,180.0,4.0,3.0,3.0,barra da tijuca
9990000,4590,495.0,4.0,5.0,4.0,lagoa
1900000,1730,280.0,3.0,4.0,2.0,tijuca
1200000,609,140.0,3.0,4.0,2.0,laranjeiras
1280000,1700,94.0,2.0,3.0,2.0,lagoa
750000,843,60.0,1.0,3.0,1.0,copacabana
510000,614,38.0,1.0,1.0,1.0,copacabana
1290000,1390,220.0,4.0,5.0,2.0,tijuca
530000,1300,80.0,3.0,3.0,2.0,recreio dos bandeirantes
750000,1005,68.0,2.0,2.0,1.0,barra da tijuca
2490000,1151,330.0,4.0,5.0,2.0,barra da tijuca
830000,0,115.0,4.0,4.0,2.0,recreio dos bandeirantes
680000,1500,86.0,2.0,2.0,1.0,barra da tijuca
700000,1000,66.0,2.0,2.0,1.0,barra da tijuca
3990000,5408,235.0,4.0,5.0,3.0,barra da tijuca
990000,800,137.0,3.0,3.0,1.0,tijuca
1180000,1480,100.0,3.0,3.0,2.0,barra da tijuca
562000,620,66.0,3.0,2.0,1.0,del castilho
465000,350,60.0,3.0,2.0,1.0,recreio dos bandeirantes
795000,1150,68.0,2.0,2.0,1.0,barra da tijuca
649000,2000,77.0,2.0,2.0,1.0,barra da tijuca
3650000,3600,278.0,4.0,6.0,3.0,barra da tijuca
2500000,2500,165.0,3.0,4.0,1.0,botafogo
359000,700,80.0,3.0,2.0,1.0,jacarepaguá
378900,550,60.0,2.0,2.0,1.0,méier
290000,840,120.0,3.0,1.0,1.0,rio comprido
630000,250,500.0,3.0,4.0,3.0,campo grande
780000,1200,75.0,3.0,2.0,1.0,barra da tijuca
525000,450,95.0,3.0,2.0,1.0,tijuca
575000,650,72.0,2.0,3.0,1.0,grajaú
650000,430,190.0,3.0,1.0,2.0,recreio dos bandeirantes
499900,1,95.0,3.0,2.0,2.0,recreio dos bandeirantes
1490000,1300,130.0,3.0,2.0,1.0,urca
570000,520,97.0,3.0,3.0,2.0,recreio dos bandeirantes
340000,376,75.0,2.0,2.0,1.0,vila da penha
1290000,900,247.0,3.0,4.0,3.0,anil
4950,1472,211.0,4.0,3.0,2.0,freguesia
600000,600,600.0,3.0,1.0,1.0,vargem pequena
224000,829,55.0,2.0,1.0,1.0,todos os santos
225000,582,53.0,2.0,1.0,1.0,lins de vasconcelos
489000,1300,46.0,1.0,1.0,1.0,recreio dos bandeirantes
910000,700,300.0,5.0,5.0,2.0,vargem pequena
1250000,1571,119.0,3.0,1.0,2.0,barra da tijuca
550000,960,55.0,2.0,1.0,1.0,botafogo
610000,1000,124.0,3.0,3.0,2.0,tijuca
220000,0,64.0,2.0,2.0,2.0,campo grande
1690000,1500,111.0,3.0,3.0,1.0,gávea
860000,0,114.0,4.0,4.0,2.0,recreio dos bandeirantes
680000,800,103.0,3.0,3.0,2.0,jardim guanabara
769000,1200,83.0,2.0,3.0,2.0,barra da tijuca
395000,0,221.0,4.0,2.0,1.0,freguesia
2050000,10,72.0,2.0,3.0,1.0,ipanema
715000,800,67.0,2.0,2.0,1.0,botafogo
1050000,1700,96.0,3.0,3.0,2.0,barra da tijuca
2100000,3160,190.0,5.0,4.0,2.0,botafogo
300000,300,74.0,2.0,2.0,1.0,freguesia
495000,632,80.0,3.0,2.0,1.0,freguesia
2490000,1120,233.0,3.0,2.0,1.0,flamengo
529999,680,32.0,1.0,1.0,1.0,barra da tijuca
730000,890,173.0,3.0,3.0,3.0,cachambi
249000,320,45.0,2.0,1.0,1.0,jacarepaguá
285000,610,55.0,2.0,2.0,1.0,barra da tijuca
1350000,1750,98.0,3.0,3.0,1.0,ipanema
7500000,6100,225.0,4.0,5.0,3.0,ipanema
1600000,1000,94.0,3.0,2.0,2.0,ipanema
320000,480,105.0,3.0,2.0,1.0,méier
1180000,1200,96.0,3.0,3.0,1.0,barra da tijuca
1365000,1900,150.0,4.0,3.0,2.0,são conrado
1200000,2619,121.0,3.0,3.0,2.0,barra da tijuca
1680000,2400,152.0,4.0,4.0,3.0,barra da tijuca
420000,500,92.0,2.0,3.0,1.0,tijuca
570000,0,220.0,4.0,4.0,2.0,engenho de dentro
512000,1360,74.0,2.0,2.0,1.0,jacarepaguá
3200000,1945,160.0,3.0,4.0,3.0,gávea
1650000,1300,120.0,3.0,3.0,1.0,gávea
999000,1451,145.0,3.0,2.0,2.0,freguesia
2990000,2700,340.0,4.0,4.0,3.0,barra da tijuca
980000,1250,82.0,2.0,3.0,1.0,barra da tijuca
530000,100,132.0,3.0,3.0,1.0,vila da penha
750000,100,204.0,3.0,4.0,3.0,tanque
700000,0,108.0,3.0,2.0,1.0,tijuca
1450000,1700,137.0,4.0,4.0,2.0,barra da tijuca
1495000,1500,100.0,2.0,2.0,1.0,leblon
698000,1250,100.0,3.0,3.0,2.0,recreio dos bandeirantes
530000,1200,80.0,3.0,1.0,1.0,recreio dos bandeirantes
330000,0,400.0,3.0,2.0,4.0,abolição
485000,430,88.0,3.0,2.0,1.0,vargem pequena
635000,820,90.0,3.0,2.0,1.0,recreio dos bandeirantes
320000,0,86.0,2.0,3.0,1.0,campo grande
2080000,0,201.0,3.0,4.0,1.0,copacabana
1600000,1600,70.0,3.0,1.0,1.0,ipanema
258000,432,60.0,1.0,2.0,1.0,maracanã
1290000,1404,220.0,4.0,5.0,2.0,tijuca
5950000,2337,700.0,5.0,3.0,4.0,itanhangá
165000,110,68.0,2.0,1.0,1.0,olaria
350000,680,65.0,2.0,1.0,1.0,jacarepaguá
3600000,2500,170.0,3.0,3.0,2.0,ipanema
365000,620,68.0,2.0,2.0,1.0,freguesia
5499000,1250,315.0,4.0,4.0,3.0,barra da tijuca
420000,540,85.0,3.0,3.0,1.0,freguesia
502000,550,65.0,2.0,2.0,1.0,jacarepaguá
750000,750,114.0,3.0,3.0,1.0,tijuca
230000,195,59.0,2.0,2.0,1.0,cascadura
1260000,1180,94.0,3.0,4.0,2.0,glória
850000,0,120.0,3.0,1.0,1.0,maracanã
3025,836,87.0,3.0,2.0,2.0,recreio dos bandeirantes
1270000,1100,70.0,2.0,2.0,1.0,ipanema
3800000,1450000,245.0,3.0,3.0,2.0,gávea
610000,700,75.0,2.0,3.0,1.0,recreio dos bandeirantes
2700000,1187,135.0,3.0,4.0,1.0,ipanema
595000,939,93.0,2.0,3.0,1.0,recreio dos bandeirantes
2400000,1330,114.0,3.0,2.0,1.0,leblon
895000,1480,86.0,2.0,1.0,1.0,são conrado
3770000,4200,240.0,4.0,4.0,3.0,barra da tijuca
230000,600,45.0,2.0,2.0,1.0,curicica
1100000,1250,115.0,3.0,2.0,1.0,copacabana
575000,266,116.0,3.0,4.0,2.0,freguesia
1590000,1325,105.0,3.0,3.0,1.0,jardim botânico
540000,690,84.0,3.0,3.0,1.0,recreio dos bandeirantes
1350000,1100,75.0,2.0,3.0,1.0,flamengo
520000,300,100.0,3.0,2.0,1.0,freguesia
5000000,2700,186.0,3.0,4.0,2.0,barra da tijuca
340000,0,67.0,2.0,2.0,1.0,pechincha
2097000,3000,260.0,4.0,4.0,2.0,barra da tijuca
619000,871,111.0,2.0,3.0,2.0,anil
420000,586,50.0,1.0,2.0,1.0,tijuca
1350000,2000,121.0,3.0,2.0,2.0,leme
4300000,1100,617.0,5.0,6.0,2.0,barra da tijuca
395000,650,55.0,2.0,2.0,1.0,pechincha
270000,699,52.0,2.0,2.0,1.0,jacarepaguá
200000,420,50.0,2.0,1.0,1.0,curicica
827000,869,87.0,2.0,1.0,1.0,botafogo
499000,0,160.0,4.0,5.0,3.0,campo grande
893000,780,70.0,2.0,2.0,1.0,barra da tijuca
1890000,1550,130.0,3.0,2.0,2.0,ipanema
1100000,980,110.0,3.0,2.0,1.0,botafogo
1600000,1700,155.0,3.0,4.0,3.0,laranjeiras
1270000,1426,120.0,3.0,2.0,1.0,flamengo
320000,0,70.0,3.0,1.0,2.0,irajá
540000,1260,96.0,3.0,3.0,2.0,recreio dos bandeirantes
175000,0,112.0,3.0,1.0,2.0,madureira
530000,530,75.0,3.0,2.0,1.0,vila da penha
1400000,1496,249.0,3.0,5.0,2.0,recreio dos bandeirantes
1100000,1296,261.0,3.0,4.0,2.0,freguesia
4299000,1100,600.0,5.0,5.0,4.0,barra da tijuca
535000,800,90.0,3.0,3.0,1.0,grajaú
560000,683,70.0,2.0,2.0,1.0,recreio dos bandeirantes
940000,0,196.0,3.0,4.0,4.0,bancários
150000,380,55.0,2.0,1.0,1.0,méier
499000,716,62.0,2.0,1.0,1.0,méier
1150000,1500,95.0,2.0,2.0,1.0,barra da tijuca
1650000,1820,189.0,4.0,3.0,4.0,tijuca
2200000,5465,379.0,4.0,5.0,4.0,barra da tijuca
3600000,2840,270.0,4.0,2.0,2.0,botafogo
590000,650,60.0,2.0,2.0,1.0,vila isabel
3800000,2374,264.0,4.0,4.0,2.0,flamengo
4200000,3300,234.0,4.0,5.0,3.0,barra da tijuca
1000000,1262,95.0,2.0,3.0,1.0,barra da tijuca
339000,1000,60.0,2.0,2.0,1.0,tijuca
1260000,1604,88.0,2.0,2.0,1.0,barra da tijuca
1650000,0,83.0,2.0,3.0,2.0,gávea
520000,1050,75.0,2.0,2.0,1.0,barra da tijuca
650000,1446,65.0,2.0,2.0,1.0,barra da tijuca
825000,1458,100.0,2.0,3.0,2.0,barra da tijuca
999000,990,85.0,3.0,2.0,1.0,botafogo
2600000,1500,140.0,3.0,2.0,1.0,ipanema
750000,1100,125.0,3.0,2.0,2.0,recreio dos bandeirantes
1300000,1650,93.0,3.0,3.0,1.0,gávea
850000,1798,199.0,4.0,3.0,1.0,freguesia
18900000,9550,373.0,4.0,5.0,4.0,ipanema
799000,1310,76.0,3.0,2.0,1.0,flamengo
249000,420,50.0,2.0,2.0,1.0,todos os santos
850000,1700,90.0,2.0,2.0,1.0,copacabana
320000,210,40.0,1.0,1.0,1.0,jardim guanabara
1950000,1550,97.0,2.0,2.0,2.0,ipanema
272300,0,55.0,2.0,2.0,1.0,barra da tijuca
1700000,1766,107.0,3.0,3.0,1.0,lagoa
450000,786,94.0,2.0,2.0,1.0,vila isabel
2500000,1900,220.0,5.0,4.0,2.0,são conrado
209900,0,51.0,2.0,2.0,1.0,campo grande
900000,2000,73.0,2.0,2.0,1.0,humaitá
1990000,1500,200.0,4.0,3.0,2.0,copacabana
450000,1050,150.0,3.0,2.0,2.0,taquara
1100000,1660,96.0,3.0,2.0,1.0,catete
780000,650,173.0,3.0,3.0,2.0,jardim guanabara
750000,115000,94.0,3.0,2.0,1.0,recreio dos bandeirantes
1180000,0,274.0,4.0,6.0,3.0,vargem pequena
1190000,1073,109.0,3.0,2.0,1.0,flamengo
680000,1202,79.0,2.0,2.0,1.0,são conrado
410000,653,63.0,2.0,2.0,1.0,freguesia
790000,1300,86.0,3.0,1.0,1.0,barra da tijuca
1400000,0,177.0,4.0,4.0,2.0,recreio dos bandeirantes
2100000,1690,187.0,3.0,4.0,2.0,barra da tijuca
1390000,1450,113.0,2.0,2.0,1.0,barra da tijuca
1690000,1100,95.0,3.0,3.0,2.0,humaitá
1220000,1800,110.0,3.0,2.0,2.0,barra da tijuca
1180000,2400,150.0,3.0,5.0,4.0,tijuca
980000,792,80.0,3.0,3.0,1.0,copacabana
6490000,3789,360.0,4.0,6.0,2.0,copacabana
1790000,900,87.0,3.0,1.0,1.0,flamengo
960000,532,126.0,2.0,4.0,2.0,grajaú
2110000,400,437.0,4.0,6.0,3.0,vila valqueire
549000,1300,86.0,3.0,3.0,2.0,recreio dos bandeirantes
336000,900,60.0,3.0,2.0,1.0,camorim
1300000,925,140.0,3.0,2.0,1.0,copacabana
1750000,1993,87.0,2.0,3.0,1.0,ipanema
1890000,1600,143.0,3.0,2.0,1.0,botafogo
1290000,1390,220.0,4.0,3.0,2.0,tijuca
1100000,0,97.0,3.0,3.0,1.0,laranjeiras
1250000,1600,240.0,5.0,5.0,3.0,freguesia
2400000,1500,240.0,3.0,4.0,4.0,barra da tijuca
650000,700,69.0,2.0,1.0,1.0,santa teresa
1350000,2000,80.0,2.0,2.0,2.0,barra da tijuca
580000,450,80.0,3.0,2.0,1.0,humaitá
2300000,1400,116.0,3.0,4.0,2.0,botafogo
499000,900,68.0,1.0,2.0,1.0,jacarepaguá
895000,1049,90.0,3.0,2.0,2.0,tijuca
2451000,1780,152.0,3.0,2.0,3.0,recreio dos bandeirantes
1190000,1000,74.0,2.0,2.0,1.0,flamengo
1950000,1900,190.0,3.0,4.0,1.0,laranjeiras
649000,995,90.0,3.0,3.0,2.0,tijuca
2990000,0,187.0,3.0,3.0,2.0,ipanema
350000,800,64.0,2.0,2.0,1.0,pechincha
650000,1100,70.0,2.0,3.0,1.0,barra da tijuca
13000,4714,250.0,3.0,4.0,3.0,lagoa
270000,0,100.0,2.0,2.0,1.0,penha
170000,330,59.0,2.0,1.0,1.0,irajá
2400000,3000,265.0,5.0,3.0,3.0,barra da tijuca
290000,600,67.0,2.0,3.0,1.0,tijuca
390000,500,71.0,1.0,2.0,1.0,vargem pequena
270000,830,40.0,1.0,1.0,2.0,barra da tijuca
550000,755,73.0,2.0,2.0,1.0,recreio dos bandeirantes
1650000,2350,110.0,3.0,3.0,1.0,copacabana
8700000,3560,380.0,3.0,5.0,2.0,leblon
720000,791,62.0,1.0,1.0,1.0,flamengo
1199000,1100,110.0,2.0,3.0,1.0,botafogo
388200,580,60.0,2.0,1.0,1.0,cachambi
6000,1735,310.0,4.0,4.0,2.0,jacarepaguá
590000,1039,97.0,3.0,3.0,2.0,freguesia
1980000,2500000,166.0,4.0,3.0,2.0,são conrado
650000,400,290.0,4.0,1.0,2.0,recreio dos bandeirantes
4400000,4456,292.0,4.0,4.0,3.0,barra da tijuca
245000,785,58.0,2.0,2.0,1.0,cascadura
2400000,3550,229.0,4.0,6.0,3.0,barra da tijuca
3100000,1900,115.0,3.0,4.0,1.0,leblon
325000,520,72.0,2.0,1.0,1.0,grajaú
1100000,1800,105.0,2.0,3.0,2.0,laranjeiras
4800000,2600,523.0,4.0,2.0,2.0,flamengo
550000,940,96.0,3.0,3.0,2.0,freguesia
120000,220,36.0,1.0,1.0,1.0,penha
3800000,800,350.0,4.0,5.0,1.0,barra da tijuca
650000,934,68.0,2.0,2.0,1.0,barra da tijuca
839000,640,74.0,2.0,3.0,1.0,copacabana
1250000,950,105.0,3.0,3.0,2.0,barra da tijuca
398452,0,80.0,3.0,3.0,2.0,recreio dos bandeirantes
1290000,1400,95.0,2.0,3.0,1.0,lagoa
300000,160,62.0,2.0,1.0,1.0,freguesia
2200000,3000,260.0,4.0,3.0,3.0,são conrado
1380000,874,240.0,3.0,4.0,1.0,freguesia
1720000,1300,113.0,3.0,2.0,1.0,ipanema
2990000,2600,187.0,3.0,3.0,2.0,lagoa
1250000,700,330.0,3.0,4.0,4.0,freguesia
900000,0,187.0,1.0,4.0,2.0,irajá
1540000,911,122.0,3.0,2.0,1.0,humaitá
440000,0,140.0,3.0,2.0,1.0,portuguesa
2290000,1783,117.0,3.0,2.0,2.0,leblon
950000,850,80.0,3.0,1.0,1.0,copacabana
720000,1300,93.0,3.0,2.0,2.0,recreio dos bandeirantes
785000,1775,100.0,2.0,3.0,1.0,copacabana
489000,20,70.0,3.0,2.0,1.0,vila da penha
350000,490,69.0,2.0,2.0,1.0,freguesia
630000,0,240.0,5.0,6.0,4.0,jardim guanabara
400000,0,90.0,3.0,2.0,3.0,marechal hermes
680000,0,85.0,3.0,1.0,1.0,grajaú
450000,509,73.0,1.0,1.0,1.0,recreio dos bandeirantes
1350000,1596,107.0,2.0,3.0,1.0,flamengo
1095000,1300,131.0,4.0,3.0,1.0,laranjeiras
330000,300,100.0,3.0,1.0,2.0,campo grande
2300000,2200,205.0,4.0,4.0,2.0,copacabana
670000,1350,126.0,3.0,3.0,3.0,méier
994000,1100,80.0,2.0,2.0,1.0,barra da tijuca
3000000,3150,138.0,3.0,3.0,2.0,ipanema
960000,742,132.0,3.0,3.0,2.0,barra da tijuca
890000,800,145.0,3.0,2.0,2.0,barra da tijuca
390000,680,63.0,3.0,2.0,1.0,penha
1748000,1423,140.0,4.0,2.0,2.0,lagoa
840000,0,116.0,4.0,3.0,2.0,freguesia
527880,651,91.0,4.0,2.0,2.0,campo grande
500000,946,114.0,3.0,2.0,1.0,méier
950000,1600,100.0,3.0,3.0,2.0,barra da tijuca
950000,700,142.0,3.0,2.0,2.0,jardim guanabara
1750000,2597,131.0,4.0,3.0,2.0,barra da tijuca
795000,900,59.0,1.0,1.0,1.0,botafogo
2750000,0,475.0,4.0,6.0,2.0,laranjeiras
750000,600,83.0,2.0,2.0,1.0,tijuca
795000,1300,83.0,2.0,3.0,1.0,barra da tijuca
1088000,1350,100.0,3.0,2.0,1.0,copacabana
990000,0,341.0,4.0,4.0,1.0,cachambi
2100000,1152,180.0,3.0,2.0,1.0,copacabana
1250000,1900,123.0,2.0,2.0,2.0,barra da tijuca
750000,0,165.0,3.0,3.0,1.0,freguesia
3200000,2046,288.0,4.0,5.0,1.0,laranjeiras
799000,800,196.0,4.0,4.0,2.0,freguesia
639000,527,74.0,2.0,2.0,1.0,recreio dos bandeirantes
1150000,1125,122.0,2.0,3.0,2.0,recreio dos bandeirantes
360000,644,84.0,3.0,2.0,1.0,recreio dos bandeirantes
1770000,1630,450.0,4.0,6.0,4.0,vargem grande
990000,1138,72.0,3.0,2.0,1.0,botafogo
170000,600,44.0,2.0,1.0,1.0,abolição
359999,600,77.0,2.0,3.0,1.0,tijuca
2140000,2270,136.0,3.0,2.0,1.0,leblon
1140000,0,175.0,4.0,3.0,3.0,recreio dos bandeirantes
733000,1800,70.0,2.0,2.0,1.0,barra da tijuca
1900000,2474,189.0,3.0,4.0,2.0,barra da tijuca
7000,2426,82.0,2.0,2.0,2.0,ipanema
950000,1500,68.0,2.0,2.0,1.0,recreio dos bandeirantes
530000,648,80.0,1.0,3.0,2.0,recreio dos bandeirantes
790000,1400,80.0,3.0,2.0,1.0,gávea
630000,1287,48.0,1.0,1.0,1.0,barra da tijuca
700000,1899,158.0,2.0,3.0,2.0,barra da tijuca
4500000,2500,400.0,4.0,4.0,3.0,ipanema
480000,780,53.0,1.0,1.0,1.0,catete
590000,750,100.0,3.0,3.0,2.0,recreio dos bandeirantes
370200,0,83.0,3.0,2.0,1.0,recreio dos bandeirantes
900,802,75.0,2.0,2.0,1.0,méier
7000000,5750,240.0,3.0,3.0,2.0,leblon
1315000,2057,125.0,2.0,3.0,2.0,barra da tijuca
420000,30,150.0,2.0,3.0,1.0,campo grande
1800000,1000,101.0,3.0,2.0,1.0,leblon
268000,750,90.0,2.0,1.0,1.0,rocha
1590000,1880,252.0,3.0,1.0,2.0,leblon
359000,0,184.0,3.0,2.0,2.0,tijuca
315000,50,120.0,2.0,2.0,2.0,bangu
1550000,1350,82.0,3.0,2.0,1.0,leblon
8650000,3500,344.0,3.0,3.0,2.0,copacabana
2800000,1511,194.0,3.0,5.0,3.0,recreio dos bandeirantes
599990,785,36.0,1.0,1.0,1.0,laranjeiras
280000,81,74.0,2.0,2.0,1.0,freguesia
255000,400,40.0,1.0,1.0,1.0,centro
385000,600,117.0,2.0,2.0,1.0,pechincha
220000,0,189.0,2.0,1.0,1.0,campo grande
600000,834,103.0,3.0,1.0,1.0,recreio dos bandeirantes
440000,685,70.0,3.0,2.0,1.0,tijuca
1400000,1521,93.0,2.0,3.0,1.0,leblon
1760000,1530,129.0,3.0,4.0,2.0,botafogo
955000,830,70.0,2.0,2.0,1.0,barra da tijuca
985000,1200,80.0,2.0,2.0,1.0,leblon
80000,190,55.0,2.0,1.0,1.0,santa cruz
380000,752,70.0,2.0,2.0,1.0,vila isabel
2600000,1895,131.0,3.0,2.0,1.0,leblon
855000,980,56.0,1.0,2.0,1.0,gávea
430000,512,36.0,1.0,1.0,1.0,botafogo
2200000,1460,127.0,2.0,4.0,1.0,ipanema
1670000,2000,94.0,2.0,3.0,1.0,leblon
400000,697,75.0,2.0,1.0,1.0,tijuca
350000,620,56.0,3.0,2.0,1.0,irajá
530000,0,154.0,3.0,5.0,2.0,tijuca
299000,490,105.0,3.0,3.0,1.0,méier
480000,961,70.0,3.0,2.0,1.0,barra da tijuca
690000,980,85.0,3.0,1.0,2.0,tijuca
750000,1200,65.0,2.0,2.0,1.0,barra da tijuca
1650000,1950,133.0,3.0,4.0,2.0,barra da tijuca
430000,690,75.0,2.0,2.0,1.0,andaraí
325500,356,56.0,2.0,2.0,1.0,cachambi
215000,258,50.0,3.0,1.0,1.0,jardim américa
950000,2100,95.0,2.0,3.0,2.0,barra da tijuca
400000,730,78.0,2.0,3.0,1.0,tijuca
3700000,2600,200.0,4.0,5.0,3.0,ipanema
250000,1100,80.0,2.0,2.0,1.0,grajaú
1570000,1900,121.0,3.0,3.0,2.0,barra da tijuca
3150000,2650,182.0,3.0,3.0,2.0,leblon
2400000,1100,173.0,3.0,3.0,2.0,botafogo
420000,1600,80.0,2.0,2.0,1.0,barra da tijuca
2100000,2000,152.0,3.0,3.0,1.0,ipanema
200000,255,54.0,2.0,1.0,1.0,vista alegre
2000000,700,350.0,3.0,5.0,4.0,recreio dos bandeirantes
1050000,0,170.0,4.0,3.0,2.0,jacarepaguá
90000,0,72.0,2.0,2.0,1.0,vila isabel
440850,500,58.0,2.0,2.0,1.0,vila isabel
1100000,1,105.0,2.0,3.0,2.0,laranjeiras
800000,1007,84.0,1.0,2.0,1.0,barra da tijuca
2500000,2900,227.0,4.0,6.0,3.0,barra da tijuca
2400000,1823,225.0,3.0,5.0,2.0,barra da tijuca
