preco,condominio,tamanho_m2,quartos,banheiros,vagas,bairro
185000,600,51.0,2.0,1.0,2.0,jacarepaguá
3700000,2300,145.0,4.0,3.0,2.0,leblon
850000,1900,156.0,3.0,5.0,2.0,recreio dos bandeirantes
999500,1350,240.0,3.0,4.0,2.0,recreio dos bandeirantes
650000,760,85.0,3.0,1.0,2.0,vargem pequena
4850000,2955,268.0,4.0,5.0,3.0,leblon
598000,890,76.0,2.0,2.0,1.0,glória
620000,639,90.0,2.0,2.0,1.0,zumbi
1100000,1650000,142.0,4.0,3.0,1.0,copacabana
940000,1290,172.0,3.0,3.0,3.0,tijuca
540000,1963,55.0,1.0,1.0,1.0,copacabana
890000,2003,210.0,4.0,4.0,2.0,tijuca
1350000,1750,100.0,3.0,3.0,1.0,ipanema
4000000,3000,185.0,4.0,5.0,4.0,copacabana
550000,250,101.0,4.0,2.0,2.0,taquara
3150000,2400,182.0,3.0,2.0,2.0,leblon
1890000,3600,178.0,4.0,5.0,3.0,barra da tijuca
4650000,2200,140.0,3.0,3.0,2.0,leblon
10000,1100,160.0,3.0,3.0,2.0,copacabana
1990000,0,133.0,3.0,4.0,2.0,lagoa
584999,50,180.0,3.0,4.0,4.0,tijuca
185000,300,50.0,2.0,1.0,1.0,taquara
874557,1612,146.0,3.0,4.0,2.0,recreio dos bandeirantes
155000,340,49.0,2.0,2.0,1.0,rocha miranda
3000000,1270,265.0,3.0,5.0,3.0,recreio dos bandeirantes
2450,1200,87.0,2.0,3.0,1.0,tijuca
1100,399,48.0,2.0,1.0,1.0,freguesia
970000,1200,87.0,2.0,2.0,2.0,copacabana
4200000,3300,260.0,5.0,5.0,3.0,leblon
225000,0,230.0,4.0,3.0,1.0,guadalupe
1680000,3300,300.0,4.0,4.0,1.0,ipanema
1400000,900,79.0,2.0,3.0,1.0,jardim botânico
365000,500,58.0,2.0,2.0,1.0,vila da penha
850000,1200,110.0,3.0,2.0,1.0,botafogo
500000,300,60.0,3.0,2.0,1.0,recreio dos bandeirantes
1150000,1220,123.0,3.0,1.0,1.0,urca
355000,427,47.0,1.0,1.0,1.0,tijuca
575000,0,360.0,4.0,4.0,3.0,vargem pequena
868000,0,84.0,3.0,2.0,1.0,tijuca
220000,350,60.0,2.0,1.0,1.0,colégio
958000,1362,93.0,2.0,4.0,1.0,barra da tijuca
2700000,1920,134.0,4.0,3.0,2.0,leblon
10000000,2500,200.0,4.0,5.0,2.0,leblon
1680000,1669,93.0,2.0,3.0,2.0,lagoa
2100000,3074,160.0,3.0,3.0,3.0,botafogo
3190000,2800,264.0,3.0,4.0,2.0,copacabana
270000,660,75.0,2.0,2.0,1.0,tijuca
1850000,1355,190.0,4.0,3.0,3.0,barra da tijuca
1550000,2100,110.0,4.0,3.0,2.0,barra da tijuca
1455000,1638,85.0,2.0,2.0,1.0,leblon
3000000,2200,281.0,3.0,5.0,1.0,copacabana
990000,0,347.0,4.0,4.0,4.0,olaria
1990000,2600,271.0,3.0,4.0,2.0,barra da tijuca
330000,75,160.0,2.0,1.0,3.0,jacarepaguá
2800000,2400,123.0,3.0,3.0,1.0,leblon
2000000,1870,130.0,3.0,3.0,1.0,lagoa
1990000,1500,83.0,3.0,3.0,1.0,leblon
1500000,1342,128.0,3.0,3.0,2.0,laranjeiras
255500,400,38.0,1.0,1.0,1.0,centro
1150000,0,147.0,3.0,2.0,2.0,portuguesa
320000,850,80.0,2.0,1.0,1.0,tijuca
1350000,2860,130.0,3.0,3.0,2.0,barra da tijuca
1030000,640,138.0,3.0,3.0,3.0,recreio dos bandeirantes
170000,150,82.0,2.0,3.0,1.0,vargem grande
1300000,1700,95.0,3.0,2.0,2.0,barra da tijuca
1505000,1393,110.0,3.0,2.0,1.0,jardim botânico
450000,0,100.0,4.0,3.0,1.0,anchieta
9990000,4590,495.0,4.0,6.0,4.0,lagoa
700000,1,110.0,3.0,2.0,1.0,tijuca
800000,1200,91.0,2.0,2.0,1.0,recreio dos bandeirantes
799000,1334,98.0,3.0,3.0,2.0,recreio dos bandeirantes
561600,20,65.0,2.0,2.0,1.0,jacarepaguá
250000,220,60.0,2.0,1.0,1.0,penha
680000,800,99.0,2.0,3.0,2.0,recreio dos bandeirantes
175000,505,65.0,2.0,1.0,1.0,cachambi
700000,1300,60.0,1.0,1.0,1.0,barra da tijuca
390000,600,72.0,2.0,2.0,1.0,tijuca
2750000,1500,280.0,4.0,6.0,4.0,recreio dos bandeirantes
725000,1200,80.0,3.0,3.0,1.0,humaitá
210000,730,65.0,2.0,2.0,1.0,freguesia
1690000,1205,235.0,4.0,5.0,3.0,recreio dos bandeirantes
930000,1872,61.0,1.0,1.0,1.0,ipanema
480000,608,70.0,2.0,2.0,1.0,vila isabel
12000,1600,340.0,4.0,1.0,1.0,copacabana
1750000,1595,106.0,3.0,2.0,1.0,ipanema
730000,1550,68.0,1.0,2.0,2.0,barra da tijuca
260000,350,45.0,2.0,1.0,1.0,todos os santos
4290000,1100,480.0,4.0,6.0,4.0,barra da tijuca
599000,2300,73.0,2.0,2.0,1.0,barra da tijuca
869000,1480,80.0,2.0,2.0,1.0,copacabana
750000,1400,66.0,2.0,2.0,1.0,barra da tijuca
2424740,2250,190.0,4.0,4.0,3.0,barra da tijuca
300000,600,65.0,2.0,2.0,1.0,tijuca
490000,785,94.0,3.0,3.0,1.0,todos os santos
195000,35,109.0,2.0,1.0,1.0,pilares
260000,0,90.0,2.0,1.0,1.0,campo grande
950000,1469,163.0,3.0,3.0,2.0,tijuca
5500000,3000,210.0,3.0,4.0,2.0,ipanema
1450000,1900,131.0,3.0,3.0,2.0,barra da tijuca
2680000,2397,134.0,3.0,1.0,3.0,leblon
475000,1800,53.0,1.0,1.0,1.0,copacabana
825000,1650,176.0,3.0,3.0,2.0,recreio dos bandeirantes
2420000,1494,98.0,3.0,1.0,2.0,leblon
900000,1200,150.0,3.0,4.0,2.0,recreio dos bandeirantes
2400000,1957,117.0,3.0,3.0,2.0,lagoa
7350000,1586,190.0,3.0,3.0,1.0,ipanema
970000,1260,360.0,3.0,1.0,3.0,recreio dos bandeirantes
320000,650,73.0,2.0,3.0,1.0,cocotá
4200000,2513,170.0,3.0,4.0,2.0,ipanema
240000,0,36.0,2.0,1.0,1.0,barra da tijuca
570000,859,83.0,2.0,1.0,1.0,barra da tijuca
930000,1400,87.0,2.0,2.0,1.0,barra da tijuca
2500000,0,320.0,4.0,2.0,2.0,recreio dos bandeirantes
600000,780,90.0,3.0,3.0,2.0,recreio dos bandeirantes
1000,463,70.0,2.0,1.0,1.0,realengo
1000,790,79.0,2.0,2.0,1.0,maracanã
650000,0,300.0,4.0,4.0,4.0,campo grande
4910000,1,380.0,4.0,6.0,4.0,barra da tijuca
1690000,1350,108.0,3.0,2.0,1.0,ipanema
1998000,2857,137.0,3.0,3.0,2.0,lagoa
1920240,1400,127.0,3.0,2.0,2.0,barra da tijuca
1350000,1450,93.0,2.0,3.0,1.0,leblon
900000,880,80.0,3.0,1.0,2.0,laranjeiras
495000,1091,79.0,3.0,2.0,1.0,tijuca
2100000,1770,84.0,2.0,3.0,1.0,ipanema
1100000,2061,210.0,4.0,3.0,1.0,tijuca
649000,1200,74.0,1.0,2.0,1.0,barra da tijuca
780000,1400,126.0,3.0,4.0,2.0,tijuca
230000,650,58.0,2.0,2.0,1.0,campo grande
300000,350,52.0,3.0,1.0,1.0,recreio dos bandeirantes
250000,180,70.0,2.0,1.0,3.0,piedade
1100000,933,89.0,2.0,3.0,1.0,copacabana
3000000,3500,248.0,4.0,5.0,3.0,barra da tijuca
400000,0,123.0,3.0,2.0,2.0,méier
1500,0,83.0,2.0,2.0,1.0,ipanema
690000,980,85.0,3.0,3.0,2.0,tijuca
1200000,580,110.0,2.0,2.0,2.0,barra da tijuca
260000,355,48.0,2.0,1.0,1.0,vicente de carvalho
650000,1200,100.0,3.0,2.0,1.0,recreio dos bandeirantes
250000,300,55.0,2.0,1.0,1.0,recreio dos bandeirantes
1290000,0,40.0,1.0,1.0,1.0,ipanema
269000,520,50.0,2.0,1.0,1.0,curicica
2850000,2650,241.0,4.0,6.0,2.0,barra da tijuca
239900,480,53.0,2.0,2.0,1.0,todos os santos
170000,240,48.0,2.0,1.0,1.0,pechincha
1119999,1500,94.0,2.0,4.0,2.0,barra da tijuca
1900000,1512,156.0,3.0,3.0,2.0,barra da tijuca
1185000,1580,190.0,3.0,4.0,3.0,recreio dos bandeirantes
2480000,2900,174.0,4.0,4.0,3.0,barra da tijuca
1290000,1450,117.0,4.0,4.0,2.0,barra da tijuca
2400000,2500,120.0,3.0,2.0,1.0,leblon
1280000,1480,120.0,3.0,3.0,1.0,copacabana
600000,1118,112.0,3.0,2.0,1.0,tijuca
478000,990,78.0,3.0,2.0,2.0,cachambi
1850000,0,100.0,2.0,3.0,2.0,barra da tijuca
890000,1643,87.0,2.0,3.0,1.0,barra da tijuca
209999,80,132.0,3.0,1.0,1.0,vila isabel
4000000,1500,210.0,4.0,5.0,2.0,gávea
1350000,1400,85.0,2.0,3.0,2.0,ipanema
1400000,1116,98.0,3.0,2.0,1.0,copacabana
3450000,1832,180.0,4.0,4.0,2.0,leblon
835000,1100,165.0,3.0,3.0,2.0,recreio dos bandeirantes
1296000,955,97.0,3.0,2.0,1.0,laranjeiras
1290000,750,127.0,3.0,4.0,3.0,recreio dos bandeirantes
1590000,2200,70.0,1.0,2.0,1.0,leblon
450000,991,81.0,3.0,2.0,1.0,freguesia
798000,1078,140.0,3.0,4.0,2.0,vila isabel
1160000,800,139.0,3.0,5.0,3.0,recreio dos bandeirantes
2300000,0,150.0,3.0,2.0,3.0,lagoa
2640000,1330,111.0,3.0,3.0,1.0,leblon
499000,872,92.0,3.0,2.0,1.0,tijuca
900000,1100,80.0,2.0,3.0,1.0,barra da tijuca
2509311,0,194.0,4.0,5.0,3.0,barra da tijuca
2200000,1350,109.0,3.0,3.0,1.0,ipanema
680000,881,82.0,3.0,3.0,1.0,recreio dos bandeirantes
650000,0,122.0,3.0,3.0,1.0,tijuca
2200,858,75.0,2.0,1.0,1.0,tijuca
640000,1000,93.0,3.0,3.0,1.0,barra da tijuca
545000,806,85.0,3.0,2.0,1.0,barra da tijuca
425000,960,86.0,2.0,3.0,1.0,tijuca
2700000,2009,160.0,3.0,3.0,1.0,laranjeiras
1200000,2500,104.0,2.0,2.0,1.0,barra da tijuca
995000,2360,70.0,2.0,2.0,1.0,recreio dos bandeirantes
530000,999,75.0,2.0,1.0,1.0,recreio dos bandeirantes
1100000,1178,168.0,3.0,2.0,1.0,tijuca
1910000,1800,160.0,4.0,6.0,2.0,barra da tijuca
1390000,1700,110.0,3.0,2.0,2.0,barra da tijuca
1320000,900,224.0,2.0,2.0,2.0,recreio dos bandeirantes
650000,1350,85.0,3.0,3.0,2.0,recreio dos bandeirantes
780000,890,75.0,2.0,2.0,1.0,barra da tijuca
419000,1,60.0,3.0,2.0,4.0,del castilho
1900000,1580,111.0,3.0,2.0,1.0,jardim botânico
2346000,1,190.0,4.0,5.0,3.0,barra da tijuca
1449000,10,104.0,3.0,2.0,1.0,botafogo
480000,1180,90.0,2.0,3.0,1.0,grajaú
250000,50,70.0,3.0,1.0,1.0,vila valqueire
5900000,7700,465.0,4.0,4.0,2.0,leme
9800000,4500,216.0,4.0,5.0,2.0,ipanema
3200000,3300,150.0,3.0,4.0,3.0,barra da tijuca
5000,2100,290.0,3.0,4.0,2.0,ipanema
2449000,2179,190.0,4.0,4.0,3.0,são conrado
250000,450,58.0,2.0,1.0,1.0,jacarepaguá
15600000,5400,406.0,4.0,5.0,1.0,ipanema
490000,0,120.0,4.0,5.0,2.0,campo grande
1050000,1436,71.0,2.0,3.0,1.0,lagoa
770000,1497,150.0,3.0,2.0,1.0,tijuca
498000,0,132.0,3.0,3.0,2.0,méier
950000,1155,90.0,3.0,3.0,1.0,barra da tijuca
216000,400,48.0,2.0,1.0,1.0,freguesia
2700000,1533,109.0,3.0,3.0,1.0,ipanema
1250000,1380,200.0,3.0,3.0,2.0,recreio dos bandeirantes
1580000,10,105.0,2.0,2.0,1.0,botafogo
580000,1200,132.0,3.0,3.0,2.0,freguesia
1499000,1900,121.0,3.0,2.0,2.0,barra da tijuca
1980000,950,350.0,4.0,4.0,2.0,recreio dos bandeirantes
7900000,3950,210.0,3.0,5.0,2.0,ipanema
140000,380,48.0,2.0,1.0,1.0,inhoaíba
2750000,750,340.0,5.0,6.0,2.0,barra da tijuca
450000,800,65.0,2.0,2.0,1.0,tijuca
1990000,790,510.0,4.0,6.0,2.0,freguesia
3000000,1680,125.0,3.0,3.0,1.0,ipanema
4700000,0,268.0,3.0,4.0,3.0,barra da tijuca
370000,860,50.0,1.0,2.0,1.0,tijuca
1200000,3200,100.0,2.0,2.0,3.0,barra da tijuca
173000,170,43.0,2.0,1.0,1.0,vargem grande
3299000,3500,185.0,4.0,4.0,2.0,botafogo
29000,2500,344.0,3.0,5.0,2.0,leblon
550000,900,76.0,3.0,2.0,2.0,jacarepaguá
185000,280,37.0,1.0,1.0,1.0,taquara
1149000,1000,175.0,4.0,2.0,2.0,recreio dos bandeirantes
645000,960,98.0,3.0,3.0,2.0,jacarepaguá
1290000,2483,79.0,1.0,1.0,2.0,barra da tijuca
950000,1541,83.0,2.0,3.0,1.0,barra da tijuca
175000,528,50.0,2.0,1.0,1.0,freguesia
1950000,2011,88.0,3.0,2.0,1.0,ipanema
700000,1100,124.0,3.0,2.0,2.0,recreio dos bandeirantes
1180000,1043,94.0,2.0,2.0,1.0,botafogo
1700000,660,220.0,3.0,5.0,3.0,recreio dos bandeirantes
222000,700,55.0,2.0,1.0,1.0,itanhangá
625000,860,85.0,3.0,2.0,1.0,recreio dos bandeirantes
4950000,0,210.0,4.0,5.0,1.0,leme
188000,500,82.0,3.0,2.0,1.0,senador camará
4600000,3400,240.0,4.0,4.0,3.0,ipanema
1750000,1500,135.0,4.0,4.0,2.0,barra da tijuca
1039000,1200,175.0,4.0,4.0,2.0,recreio dos bandeirantes
3300000,2150,149.0,3.0,5.0,2.0,flamengo
270000,0,60.0,2.0,1.0,1.0,recreio dos bandeirantes
2950000,990,340.0,4.0,4.0,4.0,recreio dos bandeirantes
389000,567,67.0,2.0,2.0,1.0,freguesia
650000,0,230.0,4.0,2.0,2.0,bangu
2100000,3400,220.0,4.0,5.0,3.0,barra da tijuca
1370000,1073,134.0,3.0,2.0,2.0,barra da tijuca
1380000,2908,230.0,4.0,4.0,2.0,tijuca
4600000,1000,400.0,3.0,5.0,4.0,são conrado
500000,1100,77.0,2.0,2.0,1.0,tijuca
750000,1019,109.0,3.0,2.0,1.0,botafogo
498000,800,117.0,3.0,3.0,1.0,freguesia
6000000,3800,360.0,4.0,5.0,2.0,copacabana
279800,0,204.0,3.0,1.0,1.0,taquara
1550000,1300,110.0,3.0,3.0,1.0,lagoa
3200,1283,115.0,3.0,3.0,1.0,copacabana
500000,1450,51.0,1.0,1.0,1.0,recreio dos bandeirantes
680000,1100,69.0,1.0,2.0,1.0,barra da tijuca
16000000,15954,520.0,4.0,5.0,3.0,são conrado
2400000,1679,222.0,3.0,4.0,2.0,botafogo
619900,833,79.0,3.0,2.0,1.0,recreio dos bandeirantes
850000,850,78.0,2.0,1.0,1.0,ipanema
1160000,1200,110.0,3.0,2.0,1.0,ipanema
670000,1300,79.0,3.0,2.0,2.0,recreio dos bandeirantes
1390000,1150,100.0,3.0,4.0,1.0,ipanema
780000,860,186.0,3.0,2.0,2.0,cachambi
425000,770,63.0,2.0,2.0,1.0,freguesia
269000,300,130.0,2.0,1.0,1.0,vista alegre
970000,960,70.0,2.0,3.0,1.0,botafogo
750000,800,105.0,3.0,3.0,2.0,freguesia
4300,1900,131.0,3.0,4.0,2.0,barra da tijuca
529000,768,78.0,3.0,2.0,1.0,tijuca
850000,690,135.0,3.0,3.0,1.0,tijuca
200000,0,100.0,4.0,3.0,2.0,campo grande
630000,1200,74.0,2.0,2.0,2.0,recreio dos bandeirantes
1890000,1520,102.0,3.0,2.0,1.0,leblon
2600000,1850,95.0,3.0,3.0,3.0,leblon
890000,1300,96.0,3.0,2.0,2.0,barra da tijuca
179000,550,57.0,3.0,2.0,1.0,praça seca
230000,625,50.0,2.0,2.0,1.0,vila isabel
1950000,0,482.0,4.0,6.0,3.0,recreio dos bandeirantes
1500000,1900,172.0,3.0,4.0,2.0,barra da tijuca
755000,820,72.0,2.0,2.0,1.0,flamengo
759000,0,82.0,2.0,2.0,1.0,barra da tijuca
750,240,40.0,1.0,1.0,1.0,tanque
100000,300,63.0,2.0,1.0,1.0,campo grande
590000,671,113.0,2.0,2.0,1.0,recreio dos bandeirantes
1631600,0,410.0,4.0,4.0,4.0,barra da tijuca
285000,250,70.0,3.0,1.0,1.0,jacarepaguá
1620000,2100,120.0,3.0,3.0,2.0,jardim botânico
290000,685,62.0,2.0,2.0,1.0,méier
940000,1300,73.0,2.0,2.0,1.0,jardim botânico
3650000,4580,296.0,4.0,6.0,3.0,barra da tijuca
160000,487,55.0,1.0,1.0,1.0,tanque
1690000,1900,180.0,3.0,2.0,2.0,barra da tijuca
305000,678,84.0,2.0,2.0,1.0,pechincha
1500000,1060,188.0,4.0,5.0,2.0,recreio dos bandeirantes
870000,1200,68.0,2.0,2.0,1.0,barra da tijuca
360000,0,56.0,2.0,2.0,1.0,cachambi
3500000,1050,418.0,4.0,5.0,2.0,são conrado
350000,660,64.0,3.0,2.0,1.0,cachambi
399000,1300,73.0,2.0,2.0,1.0,barra da tijuca
555000,740,98.0,3.0,2.0,1.0,tijuca
2359900,2618,197.0,4.0,5.0,3.0,barra da tijuca
2400000,2000,221.0,3.0,3.0,1.0,botafogo
585000,700,72.0,3.0,1.0,1.0,jacarepaguá
3750000,2000,200.0,4.0,3.0,1.0,ipanema
720000,1200,124.0,3.0,3.0,1.0,freguesia
650000,1190,78.0,2.0,2.0,1.0,botafogo
1980000,1632,239.0,3.0,5.0,4.0,barra da tijuca
170000,180,120.0,3.0,2.0,1.0,cachambi
650000,960,82.0,3.0,2.0,1.0,recreio dos bandeirantes
329000,415,70.0,2.0,2.0,1.0,jardim carioca
2900000,1910,320.0,5.0,3.0,1.0,copacabana
900000,805,86.0,3.0,2.0,1.0,botafogo
6300000,0,500.0,4.0,5.0,2.0,botafogo
1080000,1426,75.0,2.0,3.0,1.0,botafogo
258940,0,45.0,2.0,1.0,1.0,curicica
2100000,3027,167.0,4.0,4.0,2.0,barra da tijuca
699000,684,386.0,3.0,4.0,4.0,jacarepaguá
882000,1150,110.0,3.0,3.0,2.0,barra da tijuca
1150000,1500,70.0,2.0,2.0,1.0,barra da tijuca
1670000,1450,212.0,4.0,3.0,2.0,copacabana
420000,690,72.0,3.0,1.0,1.0,campo grande
2780000,2000,200.0,3.0,1.0,2.0,gávea
880000,2500,98.0,2.0,2.0,1.0,barra da tijuca
4890000,0,380.0,4.0,6.0,4.0,barra da tijuca
1490000,1088,100.0,3.0,1.0,2.0,jardim botânico
450000,574,68.0,2.0,2.0,1.0,cachambi
1737000,1300,80.0,2.0,1.0,1.0,ipanema
1750000,0,114.0,3.0,4.0,2.0,botafogo
819000,900,140.0,2.0,3.0,2.0,barra da tijuca
1300000,1514,92.0,2.0,3.0,1.0,barra da tijuca
1380000,1300,96.0,3.0,2.0,2.0,laranjeiras
1099000,1300,88.0,2.0,2.0,1.0,laranjeiras
2900000,2600,201.0,4.0,4.0,1.0,ipanema
505000,665,69.0,2.0,2.0,1.0,barra da tijuca
4900000,4400,200.0,4.0,3.0,2.0,leblon
2320000,2100,210.0,4.0,2.0,2.0,botafogo
245000,0,120.0,2.0,2.0,2.0,bangu
760000,1081,81.0,2.0,2.0,1.0,barra da tijuca
1350000,1650,110.0,3.0,3.0,1.0,ipanema
1080000,1365,83.0,3.0,3.0,1.0,catete
6800000,4000,480.0,4.0,4.0,2.0,barra da tijuca
815000,800,75.0,2.0,3.0,1.0,são conrado
290000,250,75.0,2.0,2.0,1.0,curicica
4950000,3385,418.0,5.0,4.0,3.0,são conrado
4290000,1200,408.0,4.0,6.0,2.0,barra da tijuca
1100000,839,61.0,1.0,1.0,2.0,gávea
841000,821,86.0,2.0,2.0,1.0,laranjeiras
200000,420,56.0,3.0,1.0,1.0,campo grande
365000,560,60.0,2.0,1.0,1.0,vicente de carvalho
850000,0,160.0,3.0,3.0,3.0,vargem grande
750000,1440,76.0,2.0,3.0,1.0,barra da tijuca
189000,300,50.0,2.0,1.0,1.0,jardim guanabara
275000,680,56.0,1.0,2.0,1.0,tijuca
1690000,2200,176.0,3.0,2.0,2.0,barra da tijuca
587553,680,85.0,2.0,2.0,1.0,tijuca
695000,700,120.0,3.0,3.0,2.0,recreio dos bandeirantes
2000000,831,300.0,5.0,6.0,2.0,recreio dos bandeirantes
250000,367,59.0,2.0,1.0,1.0,freguesia
630000,0,100.0,3.0,3.0,1.0,portuguesa
590000,0,300.0,4.0,4.0,4.0,jardim carioca
479000,500,74.0,2.0,3.0,2.0,pechincha
6700000,2300,322.0,4.0,5.0,1.0,leblon
460000,293,68.0,2.0,2.0,1.0,portuguesa
230000,520,54.0,3.0,1.0,1.0,cachambi
850000,1250,170.0,4.0,4.0,2.0,recreio dos bandeirantes
190000,450,48.0,2.0,1.0,1.0,praça seca
858000,0,74.0,2.0,3.0,2.0,barra da tijuca
2250000,1800,175.0,3.0,4.0,2.0,laranjeiras
32000000,15000,460.0,4.0,6.0,3.0,barra da tijuca
2750000,2012,200.0,4.0,3.0,3.0,copacabana
860000,1455,109.0,3.0,3.0,1.0,laranjeiras
280000,0,77.0,3.0,1.0,1.0,tijuca
379000,550,55.0,2.0,2.0,1.0,cachambi
1390000,1720,150.0,3.0,3.0,2.0,laranjeiras
130000,315,50.0,2.0,1.0,1.0,tomás coelho
629000,890,93.0,2.0,2.0,1.0,flamengo
740000,765,63.0,1.0,1.0,1.0,botafogo
8700000,4850,353.0,3.0,5.0,2.0,leblon
1675000,2000,125.0,3.0,3.0,2.0,lagoa
2300000,1600,135.0,3.0,4.0,1.0,copacabana
215000,659,70.0,2.0,2.0,1.0,vila da penha
3800000,1400,245.0,3.0,3.0,2.0,gávea
145000,181,47.0,2.0,1.0,1.0,engenho da rainha
250000,500,38.0,1.0,1.0,1.0,jacarepaguá
2850000,980,110.0,3.0,3.0,1.0,leblon
1080000,1100,139.0,3.0,2.0,1.0,copacabana
1554000,1996,168.0,4.0,3.0,3.0,tijuca
1600000,1980,76.0,2.0,2.0,1.0,ipanema
205000,280,43.0,2.0,1.0,1.0,vargem grande
900000,93490,140.0,3.0,2.0,1.0,tijuca
430000,0,62.0,2.0,2.0,1.0,tijuca
900000,1100,150.0,3.0,3.0,2.0,jardim guanabara
1953000,2000,190.0,4.0,4.0,2.0,são conrado
1260000,790,109.0,2.0,3.0,1.0,flamengo
2799999,3000,330.0,4.0,6.0,3.0,barra da tijuca
390000,200,83.0,2.0,2.0,2.0,madureira
599000,0,116.0,3.0,4.0,2.0,recreio dos bandeirantes
295000,550,56.0,2.0,2.0,1.0,campo grande
990000,1185,106.0,3.0,3.0,2.0,recreio dos bandeirantes
650000,1294,71.0,2.0,2.0,1.0,barra da tijuca
5949000,2500,350.0,4.0,5.0,4.0,barra da tijuca
3800000,4000,240.0,4.0,2.0,2.0,lagoa
400000,200,180.0,3.0,4.0,1.0,jacarepaguá
1380000,1280,91.0,3.0,2.0,1.0,botafogo
9900,550,190.0,4.0,5.0,2.0,recreio dos bandeirantes
3930000,1800,179.0,4.0,6.0,3.0,botafogo
970000,0,94.0,3.0,3.0,1.0,barra da tijuca
1500000,1750,137.0,4.0,2.0,2.0,barra da tijuca
2200000,1960,169.0,3.0,5.0,4.0,barra da tijuca
470000,0,125.0,3.0,2.0,3.0,piedade
740000,1250,81.0,3.0,2.0,2.0,barra da tijuca
860000,1500,95.0,3.0,1.0,1.0,copacabana
480000,900,74.0,2.0,2.0,1.0,recreio dos bandeirantes
890000,435,287.0,4.0,4.0,2.0,jacarepaguá
950000,900,120.0,3.0,2.0,2.0,copacabana
570000,1200,92.0,3.0,2.0,2.0,freguesia
1500000,1850,120.0,3.0,3.0,2.0,barra da tijuca
995000,1204,120.0,3.0,1.0,1.0,copacabana
135000,313,60.0,3.0,1.0,1.0,campo grande
620000,900,94.0,3.0,2.0,1.0,barra da tijuca
2210000,1045,209.0,4.0,4.0,4.0,recreio dos bandeirantes
820000,1400,101.0,3.0,3.0,1.0,jacarepaguá
3200000,3650,284.0,4.0,6.0,4.0,barra da tijuca
224000,320,61.0,3.0,2.0,1.0,vaz lobo
290000,539,55.0,2.0,1.0,1.0,freguesia
250000,764,58.0,2.0,2.0,1.0,são francisco xavier
1400000,2000,129.0,4.0,3.0,1.0,copacabana
3400000,2200,201.0,4.0,4.0,2.0,lagoa
670000,750,75.0,3.0,2.0,1.0,tijuca
1680000,500,118.0,3.0,1.0,1.0,jardim botânico
4000000,1800,200.0,3.0,2.0,1.0,ipanema
450000,890,90.0,3.0,2.0,1.0,tijuca
50000,350,70.0,3.0,2.0,1.0,santo cristo
1100000,890,116.0,4.0,3.0,2.0,freguesia
549999,1460,82.0,3.0,2.0,1.0,barra da tijuca
555000,0,123.0,2.0,2.0,1.0,tijuca
780000,1100,77.0,2.0,3.0,1.0,barra da tijuca
899000,2175,165.0,4.0,3.0,1.0,freguesia
7000,3800,196.0,4.0,5.0,3.0,são conrado
650000,1300,69.0,1.0,2.0,1.0,barra da tijuca
650000,900,110.0,3.0,2.0,1.0,santa teresa
1450000,2376,121.0,4.0,4.0,2.0,barra da tijuca
775000,550,126.0,3.0,2.0,2.0,recreio dos bandeirantes
2400000,0,250.0,3.0,5.0,3.0,barra da tijuca
169000,100,90.0,3.0,1.0,1.0,vicente de carvalho
900000,0,248.0,4.0,5.0,2.0,méier
1690000,1800,87.0,3.0,2.0,2.0,barra da tijuca
1050000,1500,60.0,2.0,2.0,1.0,leblon
670000,250,240.0,3.0,5.0,1.0,jacarepaguá
599000,865,120.0,2.0,3.0,1.0,freguesia
2799000,2400,235.0,5.0,4.0,2.0,são conrado
600000,616,200.0,2.0,3.0,2.0,taquara
2000000,1643,105.0,3.0,2.0,1.0,leblon
1900000,2200,127.0,3.0,3.0,2.0,barra da tijuca
980000,305,180.0,4.0,3.0,2.0,freguesia
200000,748,60.0,2.0,1.0,1.0,tanque
4200000,2509,155.0,4.0,4.0,3.0,leblon
7500000,5295,260.0,4.0,6.0,4.0,ipanema
3200000,500,500.0,5.0,3.0,4.0,são conrado
310000,0,77.0,2.0,3.0,2.0,jardim sulacap
1963000,0,156.0,4.0,4.0,2.0,barra da tijuca
1425000,350,280.0,3.0,4.0,4.0,vila valqueire
480000,711,65.0,2.0,2.0,1.0,jacarepaguá
885000,700,156.0,3.0,2.0,2.0,recreio dos bandeirantes
260000,780,70.0,2.0,2.0,1.0,taquara
3420000,0,147.0,3.0,4.0,2.0,flamengo
245000,0,86.0,2.0,1.0,1.0,bento ribeiro
1399000,2000,155.0,3.0,4.0,2.0,barra da tijuca
2700000,1700,160.0,3.0,4.0,2.0,leblon
1200000,2000,120.0,2.0,4.0,2.0,barra da tijuca
755000,600,70.0,2.0,2.0,1.0,humaitá
565000,1100,99.0,3.0,3.0,2.0,recreio dos bandeirantes
15000000,5401,500.0,4.0,6.0,4.0,lagoa
9200000,3500,270.0,3.0,4.0,4.0,ipanema
685000,370,135.0,3.0,3.0,1.0,jacarepaguá
295000,518,63.0,2.0,2.0,1.0,taquara
2025000,3500,280.0,4.0,6.0,3.0,barra da tijuca
1300000,846,118.0,3.0,2.0,1.0,botafogo
2100000,1900,155.0,3.0,2.0,1.0,lagoa
1599000,2400,149.0,3.0,4.0,3.0,são conrado
380000,780,70.0,3.0,2.0,2.0,campo grande
